loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.1617,14.308083534240723,9.857142857142859e-06,1.0,17,,,,,,,,,,
,,,1.0,17,2.9595947265625,0.171875,0.7205,88.831,5.552,,,,,
2.9342,28.184463500976562,9.714285714285715e-06,2.0,34,,,,,,,,,,
,,,2.0,34,2.99072265625,0.203125,0.7206,88.821,5.551,,,,,
2.8628,28.633258819580078,9.571428571428573e-06,3.0,51,,,,,,,,,,
,,,3.0,51,2.8985595703125,0.15625,0.7206,88.81,5.551,,,,,
2.6716,19.308656692504883,9.42857142857143e-06,4.0,68,,,,,,,,,,
,,,4.0,68,2.6707763671875,0.34375,0.7206,88.816,5.551,,,,,
2.4149,26.857152938842773,9.285714285714288e-06,5.0,85,,,,,,,,,,
,,,5.0,85,2.38385009765625,0.4375,0.7206,88.818,5.551,,,,,
2.048,30.207807540893555,9.142857142857144e-06,6.0,102,,,,,,,,,,
,,,6.0,102,2.16278076171875,0.390625,0.7209,88.781,5.549,,,,,
1.7714,25.13894271850586,9e-06,7.0,119,,,,,,,,,,
,,,7.0,119,1.9539947509765625,0.53125,0.7207,88.807,5.55,,,,,
1.548,21.31999969482422,8.857142857142858e-06,8.0,136,,,,,,,,,,
,,,8.0,136,1.763153076171875,0.53125,0.721,88.765,5.548,,,,,
1.2996,24.362186431884766,8.714285714285715e-06,9.0,153,,,,,,,,,,
,,,9.0,153,1.7464065551757812,0.53125,0.7209,88.772,5.548,,,,,
1.2208,30.42291831970215,8.571428571428571e-06,10.0,170,,,,,,,,,,
,,,10.0,170,1.6591339111328125,0.546875,0.7207,88.805,5.55,,,,,
1.0328,21.382038116455078,8.428571428571429e-06,11.0,187,,,,,,,,,,
,,,11.0,187,1.5832061767578125,0.5625,0.7207,88.808,5.55,,,,,
0.8584,14.763492584228516,8.285714285714287e-06,12.0,204,,,,,,,,,,
,,,12.0,204,1.4271697998046875,0.609375,0.7208,88.788,5.549,,,,,
0.7452,15.181715965270996,8.142857142857143e-06,13.0,221,,,,,,,,,,
,,,13.0,221,1.4159736633300781,0.59375,0.7207,88.799,5.55,,,,,
0.6707,23.194433212280273,8.000000000000001e-06,14.0,238,,,,,,,,,,
,,,14.0,238,1.4064216613769531,0.578125,0.7204,88.833,5.552,,,,,
0.5679,16.795883178710938,7.857142857142858e-06,15.0,255,,,,,,,,,,
,,,15.0,255,1.3763790130615234,0.625,0.7208,88.787,5.549,,,,,
0.5174,12.673050880432129,7.714285714285716e-06,16.0,272,,,,,,,,,,
,,,16.0,272,1.2845649719238281,0.609375,0.7206,88.809,5.551,,,,,
0.4536,11.134572982788086,7.571428571428572e-06,17.0,289,,,,,,,,,,
,,,17.0,289,1.3797969818115234,0.5625,0.7207,88.803,5.55,,,,,
0.3925,16.24993896484375,7.428571428571429e-06,18.0,306,,,,,,,,,,
,,,18.0,306,1.3097400665283203,0.671875,0.7209,88.776,5.548,,,,,
0.3644,8.650372505187988,7.285714285714286e-06,19.0,323,,,,,,,,,,
,,,19.0,323,1.4312515258789062,0.640625,0.7218,88.671,5.542,,,,,
0.3275,19.65506935119629,7.1428571428571436e-06,20.0,340,,,,,,,,,,
,,,20.0,340,1.3170337677001953,0.65625,0.7206,88.819,5.551,,,,,
0.2965,16.00431251525879,7e-06,21.0,357,,,,,,,,,,
,,,21.0,357,1.389932632446289,0.640625,0.7206,88.81,5.551,,,,,
0.2808,22.58045196533203,6.857142857142858e-06,22.0,374,,,,,,,,,,
,,,22.0,374,1.380284309387207,0.65625,0.7211,88.755,5.547,,,,,
,,,22.0,374,,,,,,326.6452,57.861,3.643,5536177302712320.0,1.2927541108054912
