loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.3154,5.347108364105225,9.857142857142858e-05,1.0,5,,,,,,,,,,
,,,1.0,5,3.111631393432617,0.07936507936507936,0.1644,383.119,6.081,,,,,
3.1009,9.381479263305664,9.714285714285715e-05,2.0,10,,,,,,,,,,
,,,2.0,10,2.9405386447906494,0.15873015873015872,0.1647,382.588,6.073,,,,,
2.9357,7.007768154144287,9.571428571428573e-05,3.0,15,,,,,,,,,,
,,,3.0,15,2.779615879058838,0.15873015873015872,0.165,381.88,6.062,,,,,
2.731,7.8389573097229,9.428571428571429e-05,4.0,20,,,,,,,,,,
,,,4.0,20,2.575840950012207,0.30158730158730157,0.1648,382.228,6.067,,,,,
2.3948,8.931888580322266,9.285714285714286e-05,5.0,25,,,,,,,,,,
,,,5.0,25,2.271740674972534,0.31746031746031744,0.1657,380.317,6.037,,,,,
2.1539,6.835359573364258,9.142857142857143e-05,6.0,30,,,,,,,,,,
,,,6.0,30,2.1104655265808105,0.47619047619047616,0.1644,383.201,6.083,,,,,
1.8794,6.183866024017334,9e-05,7.0,35,,,,,,,,,,
,,,7.0,35,1.9140093326568604,0.5555555555555556,0.1654,381.01,6.048,,,,,
1.7092,9.977945327758789,8.857142857142857e-05,8.0,40,,,,,,,,,,
,,,8.0,40,1.740471601486206,0.6349206349206349,0.1641,383.842,6.093,,,,,
1.3647,7.527625560760498,8.714285714285715e-05,9.0,45,,,,,,,,,,
,,,9.0,45,1.4095720052719116,0.7142857142857143,0.1645,382.876,6.077,,,,,
1.1498,8.355567932128906,8.571428571428571e-05,10.0,50,,,,,,,,,,
,,,10.0,50,1.2947996854782104,0.6666666666666666,0.1646,382.687,6.074,,,,,
0.9912,6.478115081787109,8.428571428571429e-05,11.0,55,,,,,,,,,,
,,,11.0,55,1.2701175212860107,0.7142857142857143,0.1646,382.672,6.074,,,,,
0.8828,7.315707206726074,8.285714285714287e-05,12.0,60,,,,,,,,,,
,,,12.0,60,1.0145376920700073,0.7301587301587301,0.1642,383.605,6.089,,,,,
0.7183,6.247442245483398,8.142857142857143e-05,13.0,65,,,,,,,,,,
,,,13.0,65,1.0681757926940918,0.7142857142857143,0.1639,384.426,6.102,,,,,
0.6251,6.689279556274414,8e-05,14.0,70,,,,,,,,,,
,,,14.0,70,0.9581257700920105,0.7619047619047619,0.1646,382.746,6.075,,,,,
0.4977,3.7271833419799805,7.857142857142858e-05,15.0,75,,,,,,,,,,
,,,15.0,75,0.9936929941177368,0.746031746031746,0.1645,382.886,6.078,,,,,
0.438,3.8023970127105713,7.714285714285715e-05,16.0,80,,,,,,,,,,
,,,16.0,80,1.0055246353149414,0.7619047619047619,0.1647,382.608,6.073,,,,,
0.3624,2.902256727218628,7.571428571428571e-05,17.0,85,,,,,,,,,,
,,,17.0,85,0.9373020529747009,0.746031746031746,0.1643,383.55,6.088,,,,,
0.3626,4.963066577911377,7.428571428571429e-05,18.0,90,,,,,,,,,,
,,,18.0,90,0.9521849751472473,0.746031746031746,0.165,381.853,6.061,,,,,
0.3933,6.061934471130371,7.285714285714286e-05,19.0,95,,,,,,,,,,
,,,19.0,95,1.050041675567627,0.7619047619047619,0.1645,383.045,6.08,,,,,
0.277,2.351447820663452,7.142857142857143e-05,20.0,100,,,,,,,,,,
,,,20.0,100,1.1023026704788208,0.7301587301587301,0.1644,383.319,6.084,,,,,
,,,20.0,100,,,,,,74.8661,253.386,4.675,1426407628984320.0,1.4141631019115448
