loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.6447,14.240242004394531,9.857142857142859e-06,1.0,18,,,,,,,,,,
,,,1.0,18,1.3155397176742554,0.65,1.2274,48.885,3.259,,,,,
1.6086,12.956570625305176,9.714285714285715e-06,2.0,36,,,,,,,,,,
,,,2.0,36,1.3005573749542236,0.65,1.2239,49.024,3.268,,,,,
1.6369,19.964149475097656,9.571428571428573e-06,3.0,54,,,,,,,,,,
,,,3.0,54,1.3024495840072632,0.6333333333333333,1.2244,49.005,3.267,,,,,
1.5951,11.124439239501953,9.42857142857143e-06,4.0,72,,,,,,,,,,
,,,4.0,72,1.2681235074996948,0.6333333333333333,1.2266,48.915,3.261,,,,,
1.5017,15.155909538269043,9.285714285714288e-06,5.0,90,,,,,,,,,,
,,,5.0,90,1.2640056610107422,0.6666666666666666,1.2243,49.008,3.267,,,,,
1.5829,26.529653549194336,9.142857142857144e-06,6.0,108,,,,,,,,,,
,,,6.0,108,1.230690360069275,0.6833333333333333,1.2497,48.01,3.201,,,,,
1.4706,7.712252616882324,9e-06,7.0,126,,,,,,,,,,
,,,7.0,126,1.1944314241409302,0.6666666666666666,1.2288,48.829,3.255,,,,,
1.4882,16.688007354736328,8.857142857142858e-06,8.0,144,,,,,,,,,,
,,,8.0,144,1.1913026571273804,0.6833333333333333,1.2513,47.951,3.197,,,,,
1.5076,19.542877197265625,8.714285714285715e-06,9.0,162,,,,,,,,,,
,,,9.0,162,1.1960488557815552,0.65,1.2523,47.913,3.194,,,,,
1.4291,12.731110572814941,8.571428571428571e-06,10.0,180,,,,,,,,,,
,,,10.0,180,1.1708475351333618,0.6666666666666666,1.2264,48.924,3.262,,,,,
1.4871,23.282655715942383,8.428571428571429e-06,11.0,198,,,,,,,,,,
,,,11.0,198,1.1506427526474,0.6666666666666666,1.2209,49.143,3.276,,,,,
1.4199,18.19387435913086,8.285714285714287e-06,12.0,216,,,,,,,,,,
