loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.4089,7.013909816741943,9.857142857142858e-05,1.0,5,,,,,,,,,,
,,,1.0,5,3.112391710281372,0.16666666666666666,0.6341,104.082,3.154,,,,,
3.0948,11.210021018981934,9.714285714285715e-05,2.0,10,,,,,,,,,,
,,,2.0,10,2.8943698406219482,0.18181818181818182,0.6146,107.39,3.254,,,,,
2.9214,8.108147621154785,9.571428571428573e-05,3.0,15,,,,,,,,,,
,,,3.0,15,2.8134264945983887,0.25757575757575757,0.5094,129.568,3.926,,,,,
2.7526,9.460702896118164,9.428571428571429e-05,4.0,20,,,,,,,,,,
,,,4.0,20,2.422574758529663,0.3181818181818182,0.5101,129.395,3.921,,,,,
2.3724,10.8259859085083,9.285714285714286e-05,5.0,25,,,,,,,,,,
,,,5.0,25,2.1842410564422607,0.5,0.5097,129.486,3.924,,,,,
1.9715,11.43508243560791,9.142857142857143e-05,6.0,30,,,,,,,,,,
,,,6.0,30,1.8702733516693115,0.5454545454545454,0.5085,129.802,3.933,,,,,
1.5611,10.47176742553711,9e-05,7.0,35,,,,,,,,,,
,,,7.0,35,1.8046183586120605,0.4696969696969697,0.5101,129.377,3.921,,,,,
1.3551,47.64013671875,8.857142857142857e-05,8.0,40,,,,,,,,,,
,,,8.0,40,1.7375730276107788,0.5454545454545454,0.5096,129.52,3.925,,,,,
1.2002,12.579124450683594,8.714285714285715e-05,9.0,45,,,,,,,,,,
,,,9.0,45,1.7154911756515503,0.5303030303030303,0.509,129.661,3.929,,,,,
1.1593,12.349629402160645,8.571428571428571e-05,10.0,50,,,,,,,,,,
,,,10.0,50,1.5879032611846924,0.5909090909090909,0.5106,129.26,3.917,,,,,
0.8592,7.225564956665039,8.428571428571429e-05,11.0,55,,,,,,,,,,
,,,11.0,55,1.3671404123306274,0.6212121212121212,0.5098,129.454,3.923,,,,,
0.7975,9.111654281616211,8.285714285714287e-05,12.0,60,,,,,,,,,,
,,,12.0,60,1.4492295980453491,0.6060606060606061,0.5076,130.015,3.94,,,,,
0.7484,11.193649291992188,8.142857142857143e-05,13.0,65,,,,,,,,,,
,,,13.0,65,1.654138445854187,0.5757575757575758,0.6093,108.32,3.282,,,,,
0.5778,9.78427791595459,8e-05,14.0,70,,,,,,,,,,
,,,14.0,70,1.5744476318359375,0.5757575757575758,0.5102,129.361,3.92,,,,,
0.539,3.4093258380889893,7.857142857142858e-05,15.0,75,,,,,,,,,,
,,,15.0,75,1.356716513633728,0.6060606060606061,0.5096,129.519,3.925,,,,,
0.4378,3.6105880737304688,7.714285714285715e-05,16.0,80,,,,,,,,,,
,,,16.0,80,1.2247637510299683,0.696969696969697,0.51,129.414,3.922,,,,,
0.353,5.4128875732421875,7.571428571428571e-05,17.0,85,,,,,,,,,,
,,,17.0,85,1.221498727798462,0.696969696969697,0.5099,129.433,3.922,,,,,
0.3163,7.34905481338501,7.428571428571429e-05,18.0,90,,,,,,,,,,
,,,18.0,90,1.2539920806884766,0.6666666666666666,0.5106,129.268,3.917,,,,,
0.2587,4.3808159828186035,7.285714285714286e-05,19.0,95,,,,,,,,,,
,,,19.0,95,1.3191453218460083,0.696969696969697,0.5099,129.424,3.922,,,,,
0.2306,3.3308534622192383,7.142857142857143e-05,20.0,100,,,,,,,,,,
,,,20.0,100,1.201688289642334,0.696969696969697,0.51,129.41,3.922,,,,,
0.2295,2.151057243347168,7e-05,21.0,105,,,,,,,,,,
,,,21.0,105,1.4620857238769531,0.6818181818181818,0.5113,129.075,3.911,,,,,
0.2225,3.5620791912078857,6.857142857142858e-05,22.0,110,,,,,,,,,,
,,,22.0,110,1.329262375831604,0.6818181818181818,0.5098,129.46,3.923,,,,,
0.18,2.765984296798706,6.714285714285714e-05,23.0,115,,,,,,,,,,
,,,23.0,115,1.2178125381469727,0.696969696969697,0.5111,129.127,3.913,,,,,
0.1664,2.2797863483428955,6.571428571428571e-05,24.0,120,,,,,,,,,,
,,,24.0,120,1.2477999925613403,0.7272727272727273,0.5095,129.529,3.925,,,,,
0.1319,0.8404967784881592,6.428571428571429e-05,25.0,125,,,,,,,,,,
,,,25.0,125,1.3078856468200684,0.696969696969697,0.51,129.409,3.921,,,,,
0.1725,4.541642189025879,6.285714285714286e-05,26.0,130,,,,,,,,,,
,,,26.0,130,1.47847580909729,0.6515151515151515,0.5112,129.099,3.912,,,,,
0.1723,5.558526039123535,6.142857142857143e-05,27.0,135,,,,,,,,,,
,,,27.0,135,1.5432084798812866,0.6212121212121212,0.5118,128.962,3.908,,,,,
0.1305,2.5311882495880127,6e-05,28.0,140,,,,,,,,,,
,,,28.0,140,1.3968188762664795,0.6515151515151515,0.6192,106.596,3.23,,,,,
0.1205,0.683114767074585,5.8571428571428575e-05,29.0,145,,,,,,,,,,
,,,29.0,145,1.365225076675415,0.6666666666666666,0.5095,129.543,3.926,,,,,
0.1987,6.1562395095825195,5.714285714285714e-05,30.0,150,,,,,,,,,,
,,,30.0,150,1.4369946718215942,0.6666666666666666,0.6193,106.565,3.229,,,,,
,,,30.0,150,,,,,,334.7372,56.044,1.046,7493411702661120.0,0.9546818761030833
